scan_id,pattern,type,current_scanGroupId,carrier,carrierId,current_scan_group,proposed_scan_group,scanGroupId
^1496$-Norsk UK-In Transit,^1496$,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Arrival scan,8dcc418e-4470-47b2-a439-6e2c517a7546
^1501$-Norsk UK-In Transit,^1501$,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
^863$-Norsk UK-Arrived late at destination - Expect 1 business day delivery delay,^863$,RegEx,b7349cb4-896b-4a03-a984-8b556118a1b7,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Arrived late at destination - Expect 1 business day delivery delay,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
^686$-Norsk UK-Warehouse Scan,^686$,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
^957$-Norsk UK-Customs clearance in progress,^957$,RegEx,4796f4a2-c081-41d0-82fe-d8a982078677,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Customs clearance in progress,Held for inspection by government agency,e197487d-bc6b-48e8-a617-3b80bfc78144
^732$-Norsk UK-Warehouse Scan,^732$,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
^678$-Norsk UK-Carrier error delayed delivery,^678$,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
^682$-Norsk UK-Delivery attempted. Receiver not available for delivery,^682$,RegEx,1c7ea3b8-dbe6-49d6-98e1-7b80b227e269,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Delivery attempted. Receiver not available for delivery,Delivery rescheduled due to holiday closures,4b22eecd-bdb4-4030-a64b-f7f1f7a8bf37
^794$-Norsk UK-Package damaged and contents discarded,^794$,RegEx,763e76ba-eb15-4e9f-bb15-66120f35da47,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Package damaged and contents discarded,Parcel disposed of,1a43aeea-2cae-4521-a88d-36cbf583d163
^902$-Norsk UK-Missing or incomplete export documentation,^902$,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Missing or incomplete export documentation,Valid receiver's tax ID required for customs clearance,18ce5e3f-a98f-46b5-bc06-e7f4e1299dcc
^691$-Norsk UK-Additional information or paperwork required for customs clearance,^691$,RegEx,41d9399a-3514-420d-a36b-53c539b89423,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Additional information or paperwork required for customs clearance,Missing or incomplete export documentation,670d81f1-0218-4fb2-848d-6a3bd0098713
^709$-Norsk UK-Missing or incomplete export documentation,^709$,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Missing or incomplete export documentation,Additional information or paperwork required for customs clearance,41d9399a-3514-420d-a36b-53c539b89423
754-Norsk UK-Carrier error delayed delivery,754,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
Accepted at USPS origin facility-Norsk UK-Arrival at delivery depot,Accepted at USPS origin facility,RegEx,778872ee-9dcf-4522-9998-26e6e06d38ff,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Arrival at delivery depot,Origin scan,666cc82a-e3b3-4a68-95e0-541604e1c46c
Prepared for export / in transit-Norsk UK-Export Scan,Prepared for export / in transit,RegEx,3d583349-098f-487d-a75c-71dea69b81f3,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Export Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
Partial Departed UK Hub-Norsk UK-In Transit,Partial Departed UK Hub,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
Departed UK facility-Norsk UK-In Transit,Departed UK facility,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
Shipment Value exceeds service limits-Norsk UK-Package exceeds maximum weight,Shipment Value exceeds service limits,RegEx,620b8c95-f501-4344-a88e-80f651a0a6d0,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Package exceeds maximum weight,Shipment is held due to unrealistic value,617f7ef7-9c07-40b8-aaf7-59782380955d
Consignees full name required-Norsk UK-Information needed from the receiver,Consignees full name required,RegEx,2f774d6e-b42b-425d-9d7d-e260e978de9e,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Information needed from the receiver,Correct company or receiver name needed for delivery,26fc15fd-0457-44b8-8f91-b96b13ce2809
Delivered to postal agent-Norsk UK-Shipment ready for collection from pick-up point,Delivered to postal agent,RegEx,4f4bd244-5ace-4477-9179-34fd9e5b9023,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Shipment ready for collection from pick-up point,"Transferred to Post Office for delivery, delivery may be delayed by up to 2 business days",cb725fa8-79cf-422f-b982-791a43805638
parcel processed at the depot-Hermes UK-Warehouse Scan,parcel processed at the depot,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
received this parcel at the hub and will be sorted to the customers delivery depot-Hermes UK-Warehouse Scan,received this parcel at the hub and will be sorted to the customers delivery depot,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
parcel processed at the hub-Hermes UK-Warehouse Scan,parcel processed at the hub,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,Hub scan,014385bb-d863-489b-8f36-f266909a3b98
collected from parcelshop-Hermes UK-Shipment collected,collected from parcelshop,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
outbound receipt at sub depot-Hermes UK-Warehouse Scan,outbound receipt at sub depot,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
this parcel has been collected from the customer-Hermes UK-Shipment collected,this parcel has been collected from the customer,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
the courier has received this parcel for delivery and will set a delivery time shortly-Hermes UK-Out for delivery,the courier has received this parcel for delivery and will set a delivery time shortly,RegEx,475f6865-4882-4523-8795-9a0d4f8e1d6e,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Out for delivery,Scheduled for delivery,df0f8dc8-63fb-4893-90d6-a1ad1daa7ac5
we have collected this parcel from the locker-Hermes UK-Shipment collected,we have collected this parcel from the locker,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Shipment collected,Shipment collected from pick-up location,a80c5c73-993a-4579-b0ba-cf9b3fd37287
failed pshop visit van breakdown-Hermes UK-Collection failed. To be rescheduled.,failed pshop visit van breakdown,RegEx,1e842847-3377-47a9-81cd-07be30c50e72,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed. To be rescheduled.,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
we were unable to deliver this parcel today unfortunately this will be re attempted within 24hours-Hermes UK-Delivery failed,we were unable to deliver this parcel today unfortunately this will be re attempted within 24hours,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivery failed,Delivery to be re-attempted,d2246030-fa22-4d5b-bf35-a8558e01c424
hub infeed scan-Hermes UK-Internal activity scan,hub infeed scan,RegEx,91349ad2-8859-4778-a6a2-a280b3e2a2e8,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Internal activity scan,Hub scan,014385bb-d863-489b-8f36-f266909a3b98
not collected other-Hermes UK-Collection failed,not collected other,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Not collected,1d635596-d18b-4254-8398-916d3c5f32bb
we re unable to deliver this parcel today we will now deliver the next working day-Hermes UK-Delivery rescheduled,we re unable to deliver this parcel today we will now deliver the next working day,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivery rescheduled,Delivery scheduled for next business day,ee46b1a3-4ee8-4a98-8c25-ab08efbfe00a
this parcel has been dispatched from the hub-Hermes UK-In Transit,this parcel has been dispatched from the hub,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
secure delivery open porch-Hermes UK-Delivered,secure delivery open porch,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivered,Driver release - Delivered to a safe place,f8b45100-754b-49dc-ac78-e9598811583e
we haven t been able to attempt delivery but will deliver on the date shown below-Hermes UK-Delivery rescheduled,we haven t been able to attempt delivery but will deliver on the date shown below,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivery rescheduled,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
updated the delivery address for this parcel-Hermes UK-Rescheduled delivery due to updated address,updated the delivery address for this parcel,RegEx,f77abb6a-14d1-485f-91b6-71ed3e096044,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Rescheduled delivery due to updated address,Change of delivery address,a2d95bb0-21b2-43f1-aaa3-3c6cf6367765
we couldn t deliver today due to a processing incident we ll update tracking for your parcel soon-Hermes UK-Delivery failed,we couldn t deliver today due to a processing incident we ll update tracking for your parcel soon,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivery failed,Delivery failed due to circumstances outside the carrier's control - Delivery will be rescheduled,729f8768-d03c-4710-ab3f-5153b4d1759d
not coll d 3rd final attempt-Hermes UK-Collection failed or cancelled. Rebooking required,not coll d 3rd final attempt,RegEx,4907c213-ab51-4fdb-877d-9f4cd6c1f240,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed or cancelled. Rebooking required,Collection failed,8a60fe2c-105e-41aa-be6f-97e116a411e6
this parcel has been delivered to the customers garage-Hermes UK-Driver release - Delivered to a safe place,this parcel has been delivered to the customers garage,RegEx,f8b45100-754b-49dc-ac78-e9598811583e,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Driver release - Delivered to a safe place,Delivered to outbuilding,124cc122-a41b-446f-bc89-da47408a209d
driver not collected bulk out-Hermes UK-Collection failed,driver not collected bulk out,RegEx,8515a669-bdb5-42c1-a0e4-26643d1bf022,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Collection failed,8a60fe2c-105e-41aa-be6f-97e116a411e6
not able to deliver during the eta but will still deliver today-Hermes UK-Delivery rescheduled,not able to deliver during the eta but will still deliver today,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivery rescheduled,To be delivered today,d4fa251b-7854-4f0e-8ca6-ea0d15e4488e
failed pshop visit driver refuse-Hermes UK-Collection failed,failed pshop visit driver refuse,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
failed pshop visit pshop closed-Hermes UK-Collection failed,failed pshop visit pshop closed,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
failed pshop visit bad weather-Hermes UK-Collection failed,failed pshop visit bad weather,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
failed pshop visit road closed-Hermes UK-Collection failed,failed pshop visit road closed,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
failed pshop visit shop refused-Hermes UK-Collection failed,failed pshop visit shop refused,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
pick up to be reattempted-Hermes UK-Collection failed,pick up to be reattempted,RegEx,8515a669-bdb5-42c1-a0e4-26643d1bf022,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Collection scheduled for next business day,b63f9db2-ee1e-406b-991c-be300ad3b32d
we haven t been able to attempt collection but we ll collect this parcel on the date shown below-Hermes UK-Collection failed,we haven t been able to attempt collection but we ll collect this parcel on the date shown below,RegEx,8515a669-bdb5-42c1-a0e4-26643d1bf022,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Collection scheduled,2c23cb2a-1856-476c-8070-59ea2cbb1ca7
the customer has changed their delivery preference to deliver to the original address-Hermes UK-Delivery to be re-attempted,the customer has changed their delivery preference to deliver to the original address,RegEx,d2246030-fa22-4d5b-bf35-a8558e01c424,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivery to be re-attempted,Delivery to alternative address requested,cae871bc-b874-4a61-9b2a-d980d6afcb21
this parcel has been delivered to the customers porch-Hermes UK-Delivered,this parcel has been delivered to the customers porch,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivered,Driver release - Delivered to a safe place,f8b45100-754b-49dc-ac78-e9598811583e
awaiting despatch from hub-Hermes UK-Warehouse Scan,awaiting despatch from hub,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
inbound receipt at sub depot-Hermes UK-Warehouse Scan,inbound receipt at sub depot,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
not collected-Hermes UK-Collection failed,not collected,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Not collected,1d635596-d18b-4254-8398-916d3c5f32bb
located in manual sort-Hermes UK-Warehouse Scan,located in manual sort,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
rescheduled pick up.*today-Hermes UK-Collection failed,rescheduled pick up.*today,RegEx,8515a669-bdb5-42c1-a0e4-26643d1bf022,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Collection scheduled,2c23cb2a-1856-476c-8070-59ea2cbb1ca7
eta failed pickup-Hermes UK-Collection failed,eta failed pickup,RegEx,b581f555-a0b6-4377-a893-994b4cf5ce54,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Collection failed,Collection failed,8a60fe2c-105e-41aa-be6f-97e116a411e6
located in depot returns sort-Hermes UK-Warehouse Scan,located in depot returns sort,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
inbound parent child at depot-Hermes UK-Warehouse Scan,inbound parent child at depot,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
validated as not missing-Hermes UK-Shipment located and en route to destination,validated as not missing,RegEx,3b062e72-8d71-4498-99ed-d9aa45306016,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Shipment located and en route to destination,Investigation closed,ae59ed93-f90d-4463-9bdb-44a169477b58
couldn t deliver today due to bad weather tracking will be updated when the parcel is on its way-Hermes UK-Delivery failed due to circumstances outside the carrier's control - Delivery will be rescheduled,couldn t deliver today due to bad weather tracking will be updated when the parcel is on its way,RegEx,729f8768-d03c-4710-ab3f-5153b4d1759d,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Delivery failed due to circumstances outside the carrier's control - Delivery will be rescheduled,Delay due to adverse weather conditions,846d6640-376c-49b4-96d7-f5af9ab057d7
we haven t been able to deliver to the parcelshop.*re attempt on the next working day-Hermes UK-Unable to deliver to pick-up point - Re-attempt on the next business day,we haven t been able to deliver to the parcelshop.*re attempt on the next working day,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
located in marshalling-Hermes UK-Warehouse Scan,located in marshalling,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
this parcel is being redirected to the correct depot and will arrive in 24hrs-Hermes UK-Carrier error delayed delivery,this parcel is being redirected to the correct depot and will arrive in 24hrs,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Carrier error delayed delivery,Package has been re-directed to the destination,0675fba7-8474-4654-bce9-579e163a4595
courier acknowledged diversion request-Hermes UK-New instructions received - We updated the delivery information for your package,courier acknowledged diversion request,RegEx,0b6f2e65-c1a7-4b3d-90da-de65f31b6160,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,New instructions received - We updated the delivery information for your package,Delivery to alternative address requested,cae871bc-b874-4a61-9b2a-d980d6afcb21
this parcel has been delayed please allow 24hrs for the courier to receive it-Hermes UK-Transit delay,this parcel has been delayed please allow 24hrs for the courier to receive it,RegEx,a3f98c55-2fca-4189-a026-517ab25ca1f3,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Transit delay,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
