carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738442+00:00,I123,i123,221,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.73838+00:00,"Delivered (left at 67 surbiton road, Londis shop), received by PATEL",delivered left at 67 surbiton road londis shop received by patel,220,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384668+00:00,Delivery updated - Incorrect address,delivery updated incorrect address,220,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383791+00:00,"Delivered (left at 53, ), received by LOWING",delivered left at 53 received by lowing,217,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383443+00:00,663,663,215,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384319+00:00,Reminder Email sent successfully,reminder email sent successfully,210,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383441+00:00,644,644,208,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383515+00:00,"Due to weather, your package is delayed.",due to weather your package is delayed,208,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383683+00:00,Your delivery has been rescheduled.,your delivery has been rescheduled,205,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384313+00:00,Redelivery request (service upgrade) made for Wed 24 April 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for wed 24 april 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,198,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384209+00:00,Offshore downgrade - Hazardous Goods,offshore downgrade hazardous goods,196,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383835+00:00,"Delivered (left at Porter), received by ANGELA",delivered left at porter received by angela,194,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384561+00:00,We can't deliver due to a road incident. We'll update tracking once your parcel is on its way.,we can t deliver due to a road incident we ll update tracking once your parcel is on its way,191,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384423+00:00,I130,i130,189,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384692+00:00,Shipment arriving early,shipment arriving early,189,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383713+00:00,"Your package's delivery address is incomplete. Please update the address using the ""Correct My Address"" link so we can deliver it.",your package s delivery address is incomplete please update the address using the correct my address link so we can deliver it,184,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383711+00:00,"Your package's delivery address is incomplete. Please update the address using the ""Change My Delivery"" button so we can deliver it.",your package s delivery address is incomplete please update the address using the change my delivery button so we can deliver it,182,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383831+00:00,"Delivered (left at number 12), received by DOUGLAS",delivered left at number 12 received by douglas,182,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384646+00:00,Delivered - Left at back door.,delivered left at back door,178,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383448+00:00,693,693,177,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383443+00:00,660,660,176,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384247+00:00,Ready For Collection (Pickup),ready for collection pickup,176,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738374+00:00,Change delivery date requested,change delivery date requested,173,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384637+00:00,Delay - Recipient location security delay. Delivery will be reattempted.,delay recipient location security delay delivery will be reattempted,171,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384285+00:00,Redelivery request (new address) made for Wed 10 May 2023 Alternative Address Acknowledgement SMS & Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for wed 10 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,168,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384366+00:00,Unable to Deliver,unable to deliver,168,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384305+00:00,Redelivery request (service upgrade) made for Tue 03 September 2024 between 08:00 and 12:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for tue 03 september 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,167,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383453+00:00,727,727,166,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384421+00:00,I124,i124,161,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384649+00:00,Delivered - Left at front desk.,delivered left at front desk,160,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383833+00:00,"Delivered (left at number 35), received by BEVERIDGE",delivered left at number 35 received by beveridge,158,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383422+00:00,1588,1588,156,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383688+00:00,Your package contains hazardous materials. We will not transport this package by air.,your package contains hazardous materials we will not transport this package by air,156,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383526+00:00,Package not available.,package not available,154,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383534+00:00,Return to shipper required for compliance reasons,return to shipper required for compliance reasons,153,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384253+00:00,Receiver Refused to Pay on Delivery,receiver refused to pay on delivery,147,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384447+00:00,ICCP,iccp,146,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383823+00:00,"Delivered (left at Flat 1), received by DAN",delivered left at flat 1 received by dan,141,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383665+00:00,We missed you and the package is not eligible for a UPS Access Point™ pickup. We will try again on the next business day.,we missed you and the package is not eligible for a ups access point pickup we will try again on the next business day,136,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384547+00:00,The parcel is at the local depot and is being sorted for delivery within 24 hours,the parcel is at the local depot and is being sorted for delivery within 24 hours,136,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384598+00:00,Closed Shipment,closed shipment,136,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383494+00:00,"As requested by the sender, this package requires special handling.",as requested by the sender this package requires special handling,132,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384551+00:00,"This parcel is too large, a specialist EVRi courier will deliver on the next working day",this parcel is too large a specialist evri courier will deliver on the next working day,132,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383445+00:00,670,670,129,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384618+00:00,Scheduled for Movement,scheduled for movement,128,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384145+00:00,Held - Unexpected/Uncontrollable Event,held unexpected/uncontrollable event,126,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738416+00:00,Late arrival - in transit,late arrival in transit,125,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384446+00:00,ICAX,icax,120,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384476+00:00,Delivered to Customer,delivered to customer,120,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383895+00:00,Delivered to Pickup Point SMS Notification Proof of Delivery SMS notification sent,delivered to pickup point sms notification proof of delivery sms notification sent,119,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383673+00:00,We've left the package on one of our planes. This may cause a delay.,we ve left the package on one of our planes this may cause a delay,118,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383721+00:00,"Your shipment's commercial invoice is incomplete or missing. If you are the sender, please submit a valid invoice or provide the needed information to resume the transit journey.",your shipment s commercial invoice is incomplete or missing if you are the sender please submit a valid invoice or provide the needed information to resume the transit journey,118,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383625+00:00,Unauthorized plant identified in package contents,unauthorized plant identified in package contents,117,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383463+00:00,903,903,112,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738402+00:00,Delivery to DPD Pickup Locker Homebase requested Collect from Pickup Acknowledgement SMS & Collect from Pickup Acknowledgement e-mail notification sent,delivery to dpd pickup locker homebase requested collect from pickup acknowledgement sms collect from pickup acknowledgement e mail notification sent,112,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384668+00:00,"Delivery updated - Held, unable to collect payment.",delivery updated held unable to collect payment,110,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383648+00:00,UPS printed and applied the shipping label.,ups printed and applied the shipping label,109,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384407+00:00,"Unable to Deliver, Uncontrollable Event",unable to deliver uncontrollable event,106,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383488+00:00,"As requested by the sender, the package will be delivered later than the normal delivery time for your area.",as requested by the sender the package will be delivered later than the normal delivery time for your area,105,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383646+00:00,UPS My Choice® member's chosen UPS Access Point™ preferences are not available.,ups my choice member s chosen ups access point preferences are not available,104,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383598+00:00,The receiver requested the package be rerouted to an alternate location for customer pickup.,the receiver requested the package be rerouted to an alternate location for customer pickup,103,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384607+00:00,In Clearance Processing,in clearance processing,103,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383438+00:00,622,622,102,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384246+00:00,Prohibited Goods,prohibited goods,100,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383645+00:00,UPS is working to resolve the issue.,ups is working to resolve the issue,98,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384492+00:00,Held in PRA - Stop and Return ,held in pra stop and return,98,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383612+00:00,The UPS Access Point™ selected as part of your delivery change request is unavailable at this time.  Please select an alternate location for delivery.,the ups access point selected as part of your delivery change request is unavailable at this time please select an alternate location for delivery,96,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738441+00:00,We have attempted to contact the receiver,we have attempted to contact the receiver,96,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383404+00:00,1526,1526,95,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383432+00:00,1613,1613,95,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384601+00:00,Delivery,delivery,94,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383693+00:00,Your package has been delayed due to a security check.,your package has been delayed due to a security check,92,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384294+00:00,Redelivery request (service upgrade) made for Sat 06 April 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 06 april 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,90,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383601+00:00,The receiver requested this package to be held for pickup. We will notify them once it is ready for pickup.,the receiver requested this package to be held for pickup we will notify them once it is ready for pickup,88,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384085+00:00,Delivery to DPD Pickup Shop not possible Pickup Delay SMS notification sent,delivery to dpd pickup shop not possible pickup delay sms notification sent,87,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384141+00:00,Held in Depot - Contents Checked,held in depot contents checked,86,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384461+00:00,Damaged after Depot receipt,damaged after depot receipt,84,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384296+00:00,Redelivery request (service upgrade) made for Sat 31 August 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 31 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,82,Not Matched
